"","station_id","date","sinclair2017","post","affiliation","weekday","callsign","national_politics"
"295",3930,"9/8/2017",0,1,"CBS","Fri","KBZK",0.131772312711864
"296",3930,"6/12/2017",0,0,"CBS","Mon","KBZK",0.196179543857143
"297",3930,"6/19/2017",0,0,"CBS","Mon","KBZK",0.174464069
"298",3930,"6/26/2017",0,0,"CBS","Mon","KBZK",0.209828630985916
"299",3930,"7/10/2017",0,0,"CBS","Mon","KBZK",0.180348549180328
"300",3930,"7/17/2017",0,0,"CBS","Mon","KBZK",0.208112200338983
"301",3930,"7/24/2017",0,0,"CBS","Mon","KBZK",0.159560574137931
"302",3930,"7/3/2017",0,0,"CBS","Mon","KBZK",0.161099769137931
"303",3930,"7/31/2017",0,0,"CBS","Mon","KBZK",0.187053343389831
"304",3930,"8/14/2017",0,0,"CBS","Mon","KBZK",0.207326015245902
"305",3930,"8/21/2017",0,0,"CBS","Mon","KBZK",0.136661174444444
"306",3930,"8/28/2017",0,0,"CBS","Mon","KBZK",0.101008450983607
"307",3930,"8/7/2017",0,0,"CBS","Mon","KBZK",0.168056146666667
"308",3930,"10/16/2017",0,1,"CBS","Mon","KBZK",0.13138859637931
"309",3930,"10/2/2017",0,1,"CBS","Mon","KBZK",0.0882741133333333
"310",3930,"10/23/2017",0,1,"CBS","Mon","KBZK",0.153214996885246
"311",3930,"10/30/2017",0,1,"CBS","Mon","KBZK",0.17123700462963
"312",3930,"10/9/2017",0,1,"CBS","Mon","KBZK",0.152267030784314
"313",3930,"11/13/2017",0,1,"CBS","Mon","KBZK",0.132644876333333
"314",3930,"11/20/2017",0,1,"CBS","Mon","KBZK",0.22294201673913
"315",3930,"11/27/2017",0,1,"CBS","Mon","KBZK",0.202759666779661
"316",3930,"11/6/2017",0,1,"CBS","Mon","KBZK",0.135745129821429
"317",3930,"12/11/2017",0,1,"CBS","Mon","KBZK",0.154496771355932
"318",3930,"12/4/2017",0,1,"CBS","Mon","KBZK",0.254625905263158
"319",3930,"9/11/2017",0,1,"CBS","Mon","KBZK",0.0617024603571429
"320",3930,"9/18/2017",0,1,"CBS","Mon","KBZK",0.124664356551724
"321",3930,"9/25/2017",0,1,"CBS","Mon","KBZK",0.204452357166667
"322",3930,"9/4/2017",0,1,"CBS","Mon","KBZK",0.17400557362069
"323",3930,"6/15/2017",0,0,"CBS","Thu","KBZK",0.235489078888889
"324",3930,"6/22/2017",0,0,"CBS","Thu","KBZK",0.203339747878788
"325",3930,"6/29/2017",0,0,"CBS","Thu","KBZK",0.287976263
"326",3930,"7/13/2017",0,0,"CBS","Thu","KBZK",0.21319007962963
"327",3930,"7/20/2017",0,0,"CBS","Thu","KBZK",0.217155047368421
"328",3930,"7/27/2017",0,0,"CBS","Thu","KBZK",0.136869801551724
"329",3930,"7/6/2017",0,0,"CBS","Thu","KBZK",0.151859583818182
"330",3930,"8/10/2017",0,0,"CBS","Thu","KBZK",0.236193996315789
